id,ran_at,keyword,job_count,skill_counts,role_counts
872613a4d7d54787828747d0d49c7d9c,2026-03-10 00:00:00+00,Backend Engineer,321,"{""git"":17,""sql"":17,""linux"":11,""node.js"":30,""rabbitmq"":20,""webhooks"":6,""oauth 2.0"":17,""postgresql"":19,""backend caching"":18,""openapi / swagger"":15,""graphql subscriptions"":24}","{""api developer"":5,""backend engineer"":4,""database engineer"":4}"
8b8cbe3ef5c9402b85c6a3f7418e85bc,2026-03-10 00:00:00+00,Cybersecurity Analyst,322,"{""git"":14,""sql"":23,""dast"":25,""sast"":18,""linux"":11,""devsecops"":19,""cloud security"":15,""threat modeling"":22,""zero trust architecture"":24,""compliance (iso 27001, soc 2, gdpr)"":22}","{""soc analyst"":5,""security analyst"":6,""security engineer"":4}"
a5b87edd812e4569bd2054caf536f292,2026-03-10 00:00:00+00,Frontend Developer,323,"{""git"":16,""sql"":18,""vite"":17,""linux"":12,""react"":8,""next.js"":13,""zustand"":11,""tailwind"":14,""storybook"":20,""typescript"":19,""framer motion"":5,""redux toolkit"":22,""web performance optimization"":6}","{""ui engineer"":3,""react developer"":6,""frontend developer"":6}"
bd8166c6cf6f4d5b9a4bcc3d18b6a458,2026-03-10 00:00:00+00,Software Engineer,290,"{""ddd"":7,""git"":14,""sql"":20,""java"":19,""ci/cd"":5,""linux"":11,""react"":10,""docker"":18,""python"":17,""graphql"":18,""rest api"":12,""javascript"":21,""typescript"":16,""microservices"":8,""clean architecture"":20}","{""qa engineer"":2,""backend developer"":3,""software engineer"":7,""frontend developer"":3,""full stack developer"":6}"
c5b55343a4484ab59bc54adbefe9efac,2026-03-10 00:00:00+00,AI/ML Engineer,312,"{""git"":13,""rag"":22,""sql"":21,""linux"":10,""python"":18,""pytorch"":11,""langchain"":7,""tensorflow"":23,""machine learning"":6,""model fine-tuning"":20,""vector embeddings"":21,""speech recognition"":12,""large language models (llms)"":23}","{""ai engineer"":6,""ml engineer"":6,""data scientist"":4,""prompt engineer"":3}"
392576066d684bc09f4113bfd28a0ffd,2026-03-09 00:00:00+00,Cybersecurity Analyst,335,"{""git"":19,""sql"":23,""dast"":8,""sast"":13,""linux"":16,""devsecops"":28,""cloud security"":13,""threat modeling"":15,""zero trust architecture"":23,""compliance (iso 27001, soc 2, gdpr)"":27}","{""soc analyst"":4,""security analyst"":5,""security engineer"":3}"
58219bc80b454d50a9bde20676aae970,2026-03-09 00:00:00+00,Software Engineer,304,"{""ddd"":8,""git"":17,""sql"":18,""java"":11,""ci/cd"":20,""linux"":10,""react"":26,""docker"":24,""python"":20,""graphql"":24,""rest api"":25,""javascript"":26,""typescript"":6,""microservices"":26,""clean architecture"":24}","{""qa engineer"":2,""backend developer"":5,""software engineer"":7,""frontend developer"":4,""full stack developer"":5}"
5e6fbdf6e3c6443ab97ff94144cd826d,2026-03-09 00:00:00+00,AI/ML Engineer,330,"{""git"":15,""rag"":23,""sql"":18,""linux"":11,""python"":18,""pytorch"":20,""langchain"":21,""tensorflow"":8,""machine learning"":19,""model fine-tuning"":25,""vector embeddings"":7,""speech recognition"":26,""large language models (llms)"":13}","{""interns"":1,""ai engineer"":6,""ml engineer"":6,""data scientist"":4,""prompt engineer"":3}"
76865a81956d4ff88f06c021762e5b2d,2026-03-09 00:00:00+00,Project Manager,308,"{""git"":18,""sql"":20,""okrs"":14,""linux"":14,""risk management"":24,""roadmap planning"":26,""product management"":14,""software estimation"":10,""technical leadership"":17,""stakeholder management"":20}","{""scrum master"":3,""project manager"":8,""business analyst"":3}"
8ae134d27e21494680576f3ede44564c,2026-03-09 00:00:00+00,Frontend Developer,308,"{""git"":12,""sql"":21,""vite"":6,""linux"":14,""react"":27,""next.js"":22,""zustand"":12,""tailwind"":20,""storybook"":6,""typescript"":17,""framer motion"":7,""redux toolkit"":32,""web performance optimization"":15}","{""ui engineer"":2,""react developer"":6,""frontend developer"":9}"
9ab6d927a641435987e040aea473c012,2026-03-09 00:00:00+00,Backend Engineer,352,"{""git"":14,""sql"":18,""linux"":16,""node.js"":32,""rabbitmq"":17,""webhooks"":16,""oauth 2.0"":11,""postgresql"":17,""backend caching"":16,""openapi / swagger"":19,""graphql subscriptions"":29}","{""api developer"":4,""backend engineer"":8,""database engineer"":3}"
c432592f465f46c99f47590b0aa9dad7,2026-03-09 00:00:00+00,DevOps Engineer,283,"{""aws"":6,""git"":13,""slo"":15,""sql"":17,""azure"":13,""linux"":10,""argocd"":15,""docker"":10,""gitops"":11,""grafana"":23,""terraform"":12,""kubernetes"":9,""prometheus"":20,""cloud observability"":19,""incident management"":14}","{""cloud engineer"":5,""devops engineer"":6,""platform engineer"":2,""site reliability engineer"":3}"
ca2084b6ecda4063934831775eef7f23,2026-03-09 00:00:00+00,UI/UX Intern,314,"{""git"":18,""sql"":19,""figma"":9,""linux"":14,""ux writing"":9,""motion design"":22,""design systems"":10,""usability testing"":7,""micro-interactions"":28,""responsive design principles"":9}","{""ui/ux intern"":9,""graphic designer"":4,""product designer"":3}"
0106939795294257bad1a6df552fbe3c,2026-03-08 00:00:00+00,UI/UX Intern,310,"{""git"":13,""sql"":18,""figma"":9,""linux"":15,""ux writing"":25,""motion design"":8,""design systems"":11,""usability testing"":11,""micro-interactions"":11,""responsive design principles"":8}","{""ui/ux intern"":8,""graphic designer"":4,""product designer"":2}"
3ecfaf0a95f64c1ab0b1a91561d0b8fb,2026-03-08 00:00:00+00,AI/ML Engineer,331,"{""git"":19,""rag"":10,""sql"":19,""linux"":12,""python"":8,""pytorch"":13,""langchain"":10,""tensorflow"":6,""machine learning"":27,""model fine-tuning"":12,""vector embeddings"":25,""speech recognition"":19,""large language models (llms)"":25}","{""ai engineer"":7,""ml engineer"":6,""data scientist"":4,""prompt engineer"":2}"
49d2c0f9ab1e434c81c78407ea74a741,2026-03-08 00:00:00+00,Backend Engineer,327,"{""git"":16,""sql"":19,""linux"":14,""node.js"":10,""rabbitmq"":19,""webhooks"":13,""oauth 2.0"":16,""postgresql"":9,""backend caching"":9,""openapi / swagger"":26,""graphql subscriptions"":25}","{""api developer"":4,""backend engineer"":9,""database engineer"":3}"
5da050ec510c4f25a1a46259e6a7f56e,2026-03-08 00:00:00+00,DevOps Engineer,309,"{""aws"":16,""git"":13,""slo"":21,""sql"":22,""azure"":18,""linux"":13,""argocd"":21,""docker"":14,""gitops"":29,""grafana"":29,""terraform"":14,""kubernetes"":14,""prometheus"":18,""cloud observability"":20,""incident management"":18}","{""cloud engineer"":7,""devops engineer"":8,""platform engineer"":3,""site reliability engineer"":3}"
69303299ddbd49a7a8ea256c96df4976,2026-03-08 00:00:00+00,Software Engineer,315,"{""ddd"":10,""git"":14,""sql"":22,""java"":28,""ci/cd"":22,""linux"":15,""react"":20,""docker"":18,""python"":11,""graphql"":17,""rest api"":24,""javascript"":26,""typescript"":18,""microservices"":24,""clean architecture"":9}","{""qa engineer"":2,""backend developer"":4,""software engineer"":9,""frontend developer"":4,""full stack developer"":6}"
9948d5aa0a1b4f8d815a53704854837c,2026-03-08 00:00:00+00,Project Manager,341,"{""git"":19,""sql"":23,""okrs"":19,""linux"":11,""risk management"":23,""roadmap planning"":17,""product management"":16,""software estimation"":11,""technical leadership"":9,""stakeholder management"":7}","{""scrum master"":4,""project manager"":6,""business analyst"":4}"
c8fdb35464da4ffb8368eab0439b3921,2026-03-08 00:00:00+00,Cybersecurity Analyst,391,"{""git"":15,""sql"":22,""dast"":15,""sast"":23,""linux"":13,""devsecops"":23,""cloud security"":9,""threat modeling"":16,""zero trust architecture"":30,""compliance (iso 27001, soc 2, gdpr)"":18}","{""soc analyst"":5,""security analyst"":8,""security engineer"":4}"
cd7768b0b45b47a9887733a67e1d40c8,2026-03-08 00:00:00+00,Frontend Developer,332,"{""git"":15,""sql"":20,""vite"":14,""linux"":12,""react"":23,""next.js"":8,""zustand"":21,""tailwind"":20,""storybook"":19,""typescript"":7,""framer motion"":10,""redux toolkit"":24,""web performance optimization"":21}","{""ui engineer"":4,""react developer"":5,""frontend developer"":8}"
0736f12872264e3e8549be4aec8dee27,2026-03-07 00:00:00+00,Backend Engineer,349,"{""git"":17,""sql"":21,""linux"":14,""node.js"":19,""rabbitmq"":16,""webhooks"":7,""oauth 2.0"":31,""postgresql"":14,""backend caching"":15,""openapi / swagger"":13,""graphql subscriptions"":34}","{""api developer"":4,""backend engineer"":7,""database engineer"":4}"
0c6cf7338e68423990714584cc839160,2026-03-07 00:00:00+00,Cybersecurity Analyst,363,"{""git"":16,""sql"":20,""dast"":8,""sast"":25,""linux"":13,""devsecops"":33,""cloud security"":27,""threat modeling"":9,""zero trust architecture"":20,""compliance (iso 27001, soc 2, gdpr)"":9}","{""soc analyst"":6,""security analyst"":8,""security engineer"":3}"
202efa1fd0dd4135ac709736e842c3fe,2026-03-07 00:00:00+00,Frontend Developer,321,"{""git"":16,""sql"":23,""vite"":23,""linux"":12,""react"":9,""next.js"":21,""zustand"":17,""tailwind"":10,""storybook"":18,""typescript"":12,""framer motion"":26,""redux toolkit"":11,""web performance optimization"":10}","{""ui engineer"":4,""react developer"":7,""frontend developer"":7}"
5a1dc240a794471c8972a46ac9e1c774,2026-03-07 00:00:00+00,AI/ML Engineer,339,"{""git"":15,""rag"":15,""sql"":22,""linux"":11,""python"":22,""pytorch"":9,""langchain"":29,""tensorflow"":18,""machine learning"":21,""model fine-tuning"":7,""vector embeddings"":18,""speech recognition"":15,""large language models (llms)"":26}","{""ai engineer"":6,""ml engineer"":6,""data scientist"":3,""prompt engineer"":2}"
7a25d3c2ea524cc0a04a62b478d45fe3,2026-03-07 00:00:00+00,UI/UX Intern,375,"{""git"":18,""sql"":23,""figma"":26,""linux"":15,""ux writing"":6,""motion design"":17,""design systems"":11,""usability testing"":26,""micro-interactions"":19,""responsive design principles"":21}","{""ui/ux intern"":9,""graphic designer"":3,""product designer"":2}"
8d25bfd012bb4ffc9fe90663e349128d,2026-03-07 00:00:00+00,Project Manager,345,"{""git"":18,""sql"":20,""okrs"":14,""linux"":13,""risk management"":25,""roadmap planning"":10,""product management"":5,""software estimation"":18,""technical leadership"":8,""stakeholder management"":16}","{""interns"":1,""scrum master"":3,""project manager"":3,""business analyst"":5}"
c2606095c5a640c0b24a7a84ada6107a,2026-03-07 00:00:00+00,DevOps Engineer,356,"{""aws"":21,""git"":15,""slo"":28,""sql"":24,""azure"":19,""linux"":15,""argocd"":30,""docker"":14,""gitops"":8,""grafana"":17,""terraform"":24,""kubernetes"":12,""prometheus"":10,""cloud observability"":13,""incident management"":12}","{""cloud engineer"":7,""devops engineer"":8,""platform engineer"":2,""site reliability engineer"":3}"
e985d76178724a5a93a017af0d9f6c32,2026-03-07 00:00:00+00,Software Engineer,303,"{""ddd"":6,""git"":17,""sql"":23,""java"":18,""ci/cd"":14,""linux"":11,""react"":7,""docker"":9,""python"":13,""graphql"":19,""rest api"":25,""javascript"":16,""typescript"":10,""microservices"":17,""clean architecture"":15}","{""qa engineer"":2,""backend developer"":4,""software engineer"":10,""frontend developer"":5,""full stack developer"":4}"
0467aa0c0d9948b3897018cfc77f76ab,2026-03-06 00:00:00+00,DevOps Engineer,312,"{""aws"":21,""git"":13,""slo"":8,""sql"":18,""azure"":16,""linux"":15,""argocd"":18,""docker"":8,""gitops"":19,""grafana"":15,""terraform"":12,""kubernetes"":6,""prometheus"":15,""cloud observability"":25,""incident management"":19}","{""interns"":1,""cloud engineer"":4,""devops engineer"":7,""platform engineer"":2,""site reliability engineer"":4}"
0fed0338e5424d9faaa3780a0be114f6,2026-03-06 00:00:00+00,Software Engineer,298,"{""ddd"":22,""git"":13,""sql"":14,""java"":21,""ci/cd"":21,""linux"":14,""react"":14,""docker"":21,""python"":14,""graphql"":6,""rest api"":17,""javascript"":24,""typescript"":10,""microservices"":17,""clean architecture"":22}","{""qa engineer"":2,""backend developer"":3,""software engineer"":8,""frontend developer"":4,""full stack developer"":5}"
1e54bea21df444738683be2b1cbb7f96,2026-03-06 00:00:00+00,Frontend Developer,336,"{""git"":13,""sql"":16,""vite"":16,""linux"":14,""react"":17,""next.js"":14,""zustand"":14,""tailwind"":13,""storybook"":31,""typescript"":16,""framer motion"":9,""redux toolkit"":13,""web performance optimization"":9}","{""ui engineer"":3,""react developer"":5,""frontend developer"":8}"
4c58e4607dc64181a0cda469041d3a78,2026-03-06 00:00:00+00,Cybersecurity Analyst,349,"{""git"":16,""sql"":19,""dast"":22,""sast"":21,""linux"":12,""devsecops"":18,""cloud security"":25,""threat modeling"":27,""zero trust architecture"":11,""compliance (iso 27001, soc 2, gdpr)"":28}","{""soc analyst"":4,""security analyst"":7,""security engineer"":4}"
5149699a96744a80a1a11fb829c5917b,2026-03-06 00:00:00+00,UI/UX Intern,321,"{""git"":16,""sql"":21,""figma"":8,""linux"":13,""ux writing"":18,""motion design"":9,""design systems"":21,""usability testing"":15,""micro-interactions"":17,""responsive design principles"":6}","{""interns"":2,""ui/ux intern"":10,""graphic designer"":5,""product designer"":2}"
5fd1fe533a8645d9955596417a39577c,2026-03-06 00:00:00+00,Project Manager,319,"{""git"":17,""sql"":23,""okrs"":16,""linux"":13,""risk management"":13,""roadmap planning"":24,""product management"":16,""software estimation"":29,""technical leadership"":8,""stakeholder management"":21}","{""scrum master"":3,""project manager"":7,""business analyst"":5}"
fa3a6a46b8a54ba487a4c37692cdf2aa,2026-03-06 00:00:00+00,Backend Engineer,333,"{""git"":15,""sql"":24,""linux"":15,""node.js"":6,""rabbitmq"":10,""webhooks"":25,""oauth 2.0"":12,""postgresql"":10,""backend caching"":8,""openapi / swagger"":7,""graphql subscriptions"":15}","{""api developer"":5,""backend engineer"":9,""database engineer"":3}"
febc4a619a6a423ab2a739f1c75a4ebb,2026-03-06 00:00:00+00,AI/ML Engineer,316,"{""git"":16,""rag"":17,""sql"":22,""linux"":11,""python"":20,""pytorch"":24,""langchain"":14,""tensorflow"":18,""machine learning"":22,""model fine-tuning"":35,""vector embeddings"":24,""speech recognition"":10,""large language models (llms)"":10}","{""ai engineer"":6,""ml engineer"":5,""data scientist"":2,""prompt engineer"":2}"
06203695609f4aab87c02030d1180b84,2026-03-05 00:00:00+00,Cybersecurity Analyst,336,"{""git"":14,""sql"":23,""dast"":10,""sast"":8,""linux"":14,""devsecops"":14,""cloud security"":11,""threat modeling"":19,""zero trust architecture"":22,""compliance (iso 27001, soc 2, gdpr)"":25}","{""soc analyst"":4,""security analyst"":6,""security engineer"":3}"
4001a7f13a3c4ab9aa33837493bb2aa9,2026-03-05 00:00:00+00,AI/ML Engineer,296,"{""git"":17,""rag"":19,""sql"":17,""linux"":10,""python"":20,""pytorch"":13,""langchain"":26,""tensorflow"":21,""machine learning"":15,""model fine-tuning"":19,""vector embeddings"":5,""speech recognition"":8,""large language models (llms)"":29}","{""ai engineer"":4,""ml engineer"":5,""data scientist"":4,""prompt engineer"":2}"
429183910f7c489c854bff988df5dbd0,2026-03-05 00:00:00+00,Software Engineer,308,"{""ddd"":19,""git"":16,""sql"":23,""java"":16,""ci/cd"":18,""linux"":14,""react"":20,""docker"":15,""python"":19,""graphql"":13,""rest api"":7,""javascript"":18,""typescript"":15,""microservices"":14,""clean architecture"":19}","{""qa engineer"":2,""backend developer"":3,""software engineer"":8,""frontend developer"":4,""full stack developer"":6}"
44758331d50b4848a0a0cbb6ea2c41fd,2026-03-05 00:00:00+00,Frontend Developer,327,"{""git"":13,""sql"":20,""vite"":22,""linux"":10,""react"":16,""next.js"":12,""zustand"":17,""tailwind"":9,""storybook"":8,""typescript"":21,""framer motion"":8,""redux toolkit"":9,""web performance optimization"":14}","{""interns"":2,""ui engineer"":3,""react developer"":6,""frontend developer"":8}"
4c9caf74185d4f6a8a3a07794567af7f,2026-03-05 00:00:00+00,DevOps Engineer,315,"{""aws"":20,""git"":14,""slo"":16,""sql"":15,""azure"":20,""linux"":14,""argocd"":7,""docker"":8,""gitops"":23,""grafana"":27,""terraform"":22,""kubernetes"":14,""prometheus"":15,""cloud observability"":12,""incident management"":16}","{""cloud engineer"":5,""devops engineer"":7,""platform engineer"":2,""site reliability engineer"":3}"
4d51e08fd63d492487ac3a44558b00c6,2026-03-05 00:00:00+00,UI/UX Intern,307,"{""git"":17,""sql"":20,""figma"":18,""linux"":13,""ux writing"":18,""motion design"":25,""design systems"":12,""usability testing"":14,""micro-interactions"":25,""responsive design principles"":14}","{""ui/ux intern"":8,""graphic designer"":4,""product designer"":2}"
5385975d7c4b438e810d33b7549ae78b,2026-03-05 00:00:00+00,Project Manager,328,"{""git"":14,""sql"":23,""okrs"":9,""linux"":12,""risk management"":16,""roadmap planning"":9,""product management"":10,""software estimation"":11,""technical leadership"":13,""stakeholder management"":28}","{""scrum master"":3,""project manager"":6,""business analyst"":5}"
efd71c84d67147998dd60f255286d122,2026-03-05 00:00:00+00,Backend Engineer,339,"{""git"":17,""sql"":16,""linux"":16,""node.js"":18,""rabbitmq"":9,""webhooks"":26,""oauth 2.0"":28,""postgresql"":14,""backend caching"":24,""openapi / swagger"":28,""graphql subscriptions"":8}","{""interns"":4,""api developer"":4,""backend engineer"":7,""database engineer"":3}"
2a8a6485de55465bb9e2df4fe46234a8,2026-03-04 00:00:00+00,DevOps Engineer,308,"{""aws"":19,""git"":18,""slo"":27,""sql"":22,""azure"":11,""linux"":14,""argocd"":6,""docker"":14,""gitops"":25,""grafana"":9,""terraform"":21,""kubernetes"":6,""prometheus"":8,""cloud observability"":14,""incident management"":9}","{""cloud engineer"":5,""devops engineer"":8,""platform engineer"":2,""site reliability engineer"":3}"
62e6842888bc4a27a7d6bbd6deb346ca,2026-03-04 00:00:00+00,Cybersecurity Analyst,338,"{""git"":13,""sql"":19,""dast"":25,""sast"":15,""linux"":11,""devsecops"":7,""cloud security"":19,""threat modeling"":16,""zero trust architecture"":30,""compliance (iso 27001, soc 2, gdpr)"":15}","{""soc analyst"":4,""security analyst"":7,""security engineer"":3}"
83b2e253f09c474e87ad6cd48a7743a5,2026-03-04 00:00:00+00,Project Manager,317,"{""git"":15,""sql"":22,""okrs"":8,""linux"":12,""risk management"":24,""roadmap planning"":25,""product management"":21,""software estimation"":13,""technical leadership"":10,""stakeholder management"":18}","{""scrum master"":3,""project manager"":7,""business analyst"":4}"
b6c88273778b4014970ce17315a3b7db,2026-03-04 00:00:00+00,Backend Engineer,329,"{""git"":13,""sql"":20,""linux"":15,""node.js"":18,""rabbitmq"":17,""webhooks"":19,""oauth 2.0"":16,""postgresql"":23,""backend caching"":6,""openapi / swagger"":10,""graphql subscriptions"":12}","{""interns"":3,""api developer"":3,""backend engineer"":7,""database engineer"":4}"
c261e9560cf94500af65a5c5b592cfc3,2026-03-04 00:00:00+00,Software Engineer,297,"{""ddd"":5,""git"":14,""sql"":22,""java"":8,""ci/cd"":4,""linux"":12,""react"":24,""docker"":11,""python"":13,""graphql"":8,""rest api"":17,""javascript"":26,""typescript"":13,""microservices"":15,""clean architecture"":13}","{""qa engineer"":2,""backend developer"":4,""software engineer"":9,""frontend developer"":5,""full stack developer"":6}"
c505790696f6492d80604fa762fd165c,2026-03-04 00:00:00+00,UI/UX Intern,302,"{""git"":14,""sql"":23,""figma"":21,""linux"":15,""ux writing"":22,""motion design"":19,""design systems"":6,""usability testing"":15,""micro-interactions"":8,""responsive design principles"":21}","{""ui/ux intern"":7,""graphic designer"":5,""product designer"":1}"
cd6967f53bf24034b9f001c0f1bc7d39,2026-03-04 00:00:00+00,Frontend Developer,388,"{""git"":17,""sql"":22,""vite"":9,""linux"":15,""react"":22,""next.js"":11,""zustand"":33,""tailwind"":22,""storybook"":21,""typescript"":21,""framer motion"":11,""redux toolkit"":23,""web performance optimization"":22}","{""ui engineer"":4,""react developer"":6,""frontend developer"":8}"
fa94cbeaedde4931b4af6e20bb08fcba,2026-03-04 00:00:00+00,AI/ML Engineer,310,"{""git"":17,""rag"":19,""sql"":20,""linux"":14,""python"":10,""pytorch"":7,""langchain"":12,""tensorflow"":24,""machine learning"":20,""model fine-tuning"":8,""vector embeddings"":21,""speech recognition"":8,""large language models (llms)"":22}","{""ai engineer"":8,""ml engineer"":6,""data scientist"":4,""prompt engineer"":2}"
1adf2ebf34e240e3948ece62ef4eb536,2026-03-03 00:00:00+00,Project Manager,316,"{""git"":16,""sql"":23,""okrs"":9,""linux"":12,""risk management"":20,""roadmap planning"":7,""product management"":11,""software estimation"":13,""technical leadership"":11,""stakeholder management"":18}","{""interns"":2,""scrum master"":3,""project manager"":7,""business analyst"":3}"
22dd0d177fb3410ea5e0e81fafd23c41,2026-03-03 00:00:00+00,Software Engineer,290,"{""ddd"":20,""git"":16,""sql"":20,""java"":16,""ci/cd"":20,""linux"":9,""react"":10,""docker"":7,""python"":22,""graphql"":18,""rest api"":19,""javascript"":27,""typescript"":24,""microservices"":11,""clean architecture"":10}","{""qa engineer"":2,""backend developer"":3,""software engineer"":9,""frontend developer"":4,""full stack developer"":5}"
383fb01de4584d31ab98c40c99556a5d,2026-03-03 00:00:00+00,DevOps Engineer,283,"{""aws"":18,""git"":12,""slo"":17,""sql"":19,""azure"":5,""linux"":11,""argocd"":7,""docker"":9,""gitops"":16,""grafana"":23,""terraform"":13,""kubernetes"":23,""prometheus"":8,""cloud observability"":8,""incident management"":17}","{""cloud engineer"":6,""devops engineer"":5,""platform engineer"":2,""site reliability engineer"":2}"
3a3c872df33849659cf55c8437f99b9a,2026-03-03 00:00:00+00,Frontend Developer,310,"{""git"":15,""sql"":17,""vite"":7,""linux"":13,""react"":21,""next.js"":26,""zustand"":22,""tailwind"":17,""storybook"":19,""typescript"":21,""framer motion"":13,""redux toolkit"":26,""web performance optimization"":32}","{""ui engineer"":3,""react developer"":5,""frontend developer"":6}"
628fd4bbe26d45cc8e922323e7c80d28,2026-03-03 00:00:00+00,Backend Engineer,330,"{""git"":15,""sql"":24,""linux"":16,""node.js"":26,""rabbitmq"":29,""webhooks"":6,""oauth 2.0"":16,""postgresql"":20,""backend caching"":8,""openapi / swagger"":18,""graphql subscriptions"":12}","{""interns"":2,""api developer"":4,""backend engineer"":4,""database engineer"":3}"
a90d5ac867cd4591a8b2a9ff9850d123,2026-03-03 00:00:00+00,UI/UX Intern,289,"{""git"":15,""sql"":14,""figma"":15,""linux"":14,""ux writing"":6,""motion design"":28,""design systems"":22,""usability testing"":10,""micro-interactions"":18,""responsive design principles"":16}","{""ui/ux intern"":7,""graphic designer"":3,""product designer"":2}"
cfe0b01bc8964801a83d945dba38fd2a,2026-03-03 00:00:00+00,AI/ML Engineer,310,"{""git"":15,""rag"":21,""sql"":21,""linux"":14,""python"":10,""pytorch"":23,""langchain"":20,""tensorflow"":25,""machine learning"":13,""model fine-tuning"":7,""vector embeddings"":13,""speech recognition"":26,""large language models (llms)"":16}","{""ai engineer"":5,""ml engineer"":5,""data scientist"":4,""prompt engineer"":2}"
e7e0b6d2b43d46b99af0ef8d34990958,2026-03-03 00:00:00+00,Cybersecurity Analyst,312,"{""git"":17,""sql"":20,""dast"":10,""sast"":18,""linux"":14,""devsecops"":16,""cloud security"":23,""threat modeling"":14,""zero trust architecture"":21,""compliance (iso 27001, soc 2, gdpr)"":14}","{""soc analyst"":4,""security analyst"":6,""security engineer"":3}"
0113e31c652548d8bd8d4971a6310047,2026-03-02 00:00:00+00,AI/ML Engineer,307,"{""git"":13,""rag"":12,""sql"":23,""linux"":13,""python"":18,""pytorch"":8,""langchain"":22,""tensorflow"":6,""machine learning"":21,""model fine-tuning"":14,""vector embeddings"":19,""speech recognition"":20,""large language models (llms)"":18}","{""ai engineer"":6,""ml engineer"":4,""data scientist"":3,""prompt engineer"":2}"
38d5a356bb54478bab807c2ac2ebf879,2026-03-02 00:00:00+00,Frontend Developer,325,"{""git"":14,""sql"":23,""vite"":14,""linux"":11,""react"":25,""next.js"":16,""zustand"":7,""tailwind"":31,""storybook"":9,""typescript"":7,""framer motion"":19,""redux toolkit"":22,""web performance optimization"":14}","{""interns"":1,""ui engineer"":3,""react developer"":6,""frontend developer"":10}"
3e11cac49dd248a99746683d7421abc5,2026-03-02 00:00:00+00,DevOps Engineer,348,"{""aws"":8,""git"":13,""slo"":32,""sql"":17,""azure"":15,""linux"":15,""argocd"":24,""docker"":23,""gitops"":16,""grafana"":15,""terraform"":13,""kubernetes"":9,""prometheus"":19,""cloud observability"":21,""incident management"":22}","{""cloud engineer"":6,""devops engineer"":11,""platform engineer"":2,""site reliability engineer"":3}"
3eb547981f3e42ed8cb97ef4178f3e10,2026-03-02 00:00:00+00,Cybersecurity Analyst,347,"{""git"":18,""sql"":20,""dast"":20,""sast"":25,""linux"":16,""devsecops"":7,""cloud security"":26,""threat modeling"":7,""zero trust architecture"":12,""compliance (iso 27001, soc 2, gdpr)"":14}","{""soc analyst"":5,""security analyst"":6,""security engineer"":3}"
45ca5a43e26b4f49b36366b2bbbeade9,2026-03-02 00:00:00+00,Backend Engineer,328,"{""git"":17,""sql"":21,""linux"":13,""node.js"":30,""rabbitmq"":12,""webhooks"":7,""oauth 2.0"":23,""postgresql"":18,""backend caching"":12,""openapi / swagger"":13,""graphql subscriptions"":21}","{""api developer"":6,""backend engineer"":5,""database engineer"":4}"
4a28c4fd2d314a43a644f1ee671e22ec,2026-03-02 00:00:00+00,Software Engineer,306,"{""ddd"":13,""git"":13,""sql"":18,""java"":13,""ci/cd"":10,""linux"":14,""react"":26,""docker"":10,""python"":23,""graphql"":20,""rest api"":15,""javascript"":13,""typescript"":12,""microservices"":27,""clean architecture"":8}","{""qa engineer"":2,""backend developer"":4,""software engineer"":10,""frontend developer"":4,""full stack developer"":8}"
9307114e9e7b4a43bda19ee35318d49f,2026-03-02 00:00:00+00,UI/UX Intern,300,"{""git"":12,""sql"":18,""figma"":11,""linux"":11,""ux writing"":18,""motion design"":15,""design systems"":14,""usability testing"":9,""micro-interactions"":6,""responsive design principles"":10}","{""interns"":4,""ui/ux intern"":5,""graphic designer"":3,""product designer"":2}"
b71f4c91f29346828e26ec2d8a84635b,2026-03-02 00:00:00+00,Project Manager,311,"{""git"":12,""sql"":17,""okrs"":15,""linux"":12,""risk management"":25,""roadmap planning"":21,""product management"":18,""software estimation"":32,""technical leadership"":9,""stakeholder management"":20}","{""scrum master"":3,""project manager"":7,""business analyst"":4}"
1397a9c5759749d8a7a378b875da85ab,2026-03-01 00:00:00+00,Frontend Developer,334,"{""git"":14,""sql"":20,""vite"":12,""linux"":14,""react"":16,""next.js"":26,""zustand"":13,""tailwind"":15,""storybook"":12,""typescript"":18,""framer motion"":18,""redux toolkit"":22,""web performance optimization"":19}","{""interns"":4,""ui engineer"":3,""react developer"":7,""frontend developer"":7}"
61a2cba5f2b74fa49b759988955e0985,2026-03-01 00:00:00+00,DevOps Engineer,321,"{""aws"":20,""git"":12,""slo"":17,""sql"":23,""azure"":15,""linux"":11,""argocd"":33,""docker"":24,""gitops"":13,""grafana"":11,""terraform"":18,""kubernetes"":22,""prometheus"":14,""cloud observability"":17,""incident management"":11}","{""cloud engineer"":6,""devops engineer"":9,""platform engineer"":2,""site reliability engineer"":3}"
7348f8d49cdf4efea09a7ed75f5d82ca,2026-03-01 00:00:00+00,Software Engineer,320,"{""ddd"":31,""git"":17,""sql"":21,""java"":17,""ci/cd"":13,""linux"":11,""react"":17,""docker"":25,""python"":10,""graphql"":15,""rest api"":7,""javascript"":14,""typescript"":21,""microservices"":21,""clean architecture"":18}","{""qa engineer"":3,""backend developer"":4,""software engineer"":8,""frontend developer"":4,""full stack developer"":7}"
